#pomiary dodatkowe alg. genetycznego (pop size = 20, number of gen = 100, tournament size)
4	155.6	-2.6
5	89.9	0.0
6	59.9	-4.6
7	74.7	-6.4
8	48.6	-3.6
9	50.9	-5.2
10	63.5	-7.0
11	62.6	-4.6
12	70.8	-12.2
