4	217.9	-2.0
5	127.8	-0.6
6	61.6	-3.2
7	51.7	-6.8
8	51.7	-4.8
9	48.9	-6.2
10	65.6	-7.8
11	65.2	-7.4
12	78.5	-11.7
13	87.3	-11.0
14	86.2	-13.7
15	87.2	-14.1
16	97.1	-15.8
17	102.6	-13.9
18	114.0	-23.3
19	114.0	-20.6
20	133.2	-23.9
21	155.7	-30.6
22	145.6	-33.9
23	165.6	-33.1
24	165.6	-40.6
25	178.7	-44.8
26	311.6	-48.4
27	218.6	-50.3
28	209.6	-63.6
29	236.6	-65.0
30	239.7	-64.5
31	247.5	-76.4
32	243.2	-84.9
33	270.6	-83.7
34	278.6	-86.6
35	285.0	-93.6
36	292.4	-103.0
